,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,crew
143,Puthiya Bruce Lee,Mulaiyur A. Sonai,Bruce,Ashwanth Thilak,unknown,"Drama, Action","Mulaiyur A. Sonai Bruce Ashwanth Thilak unknown Drama, Action"
144,Paalkaari,Om Pulli Jeevarathinam,Shivani Grover,Minu Kurian,unknown,"Drama, Romance, Thriller","Om Pulli Jeevarathinam Shivani Grover Minu Kurian unknown Drama, Romance, Thriller"
145,Thodraa,Mathuraj,Akshayaa Premnath,Jaichandra Saravanak,Prithvi Pandiarajan,Drama,Mathuraj Akshayaa Premnath Jaichandra Saravanak Prithvi Pandiarajan Drama
146,Power to the Children,Anna Kersting,Sri Priya,Shaktivel,Swarna Lakshmi,"Documentary, Animation","Anna Kersting Sri Priya Shaktivel Swarna Lakshmi Documentary, Animation"
147,Eghantham,Arsel Arumugam,Vivanth,Neeraja,Anupama Kumar,"Drama, Romance","Arsel Arumugam Vivanth Neeraja Anupama Kumar Drama, Romance"
148,Dhoni Kabadi Kuzhu,Ayyappan,Abhilash,Leema Babu,Thenali,Drama,Ayyappan Abhilash Leema Babu Thenali Drama
149,Saavi,R. Subramanian,Prakash Chandra,Sunu Lakshmi,Udhayabanu Mageswaran,"Action, Crime, Romance","R. Subramanian Prakash Chandra Sunu Lakshmi Udhayabanu Mageswaran Action, Crime, Romance"
150,18.05.2009,K. Ganeshan,N. Subash Chandra Bose,unknown,unknown,Drama,K. Ganeshan N. Subash Chandra Bose unknown unknown Drama
151,Moondru Rasikarkal,Shebi Chowghat,Thalaivasal Vijay,Yasir Saleem,Alwyn Antony,"Action, Drama","Shebi Chowghat Thalaivasal Vijay Yasir Saleem Alwyn Antony Action, Drama"
152,Munthal,Stunt Jayanth,Appu Krishna,Muksha,Rajendran,Drama,Stunt Jayanth Appu Krishna Muksha Rajendran Drama
153,312,AAKASH,AAKASH,AVINASH,ANU,Horror,AAKASH AAKASH AVINASH ANU Horror
154,Rajavin Paarvai Raniyin Pakkam,Alaguraj,Adhavaa,Avanthika Mohan,unknown,Drama,Alaguraj Adhavaa Avanthika Mohan unknown Drama
155,Azhagu Magan,Azhagan Selva,Arjjun Uday,Malavika Wales,unknown,"Drama, Romance","Azhagan Selva Arjjun Uday Malavika Wales unknown Drama, Romance"
156,Paadam,Rajashekar. I,Karthik,Vijith,Mona Kakade,,Rajashekar. I Karthik Vijith Mona Kakade 
157,Seyal,Ravi Appulu,Tharushi,Rajan Tejeshwar,unknown,"Drama, Romance","Ravi Appulu Tharushi Rajan Tejeshwar unknown Drama, Romance"
158,Zombie Encounter,AAKASH,AAKASH,AVINASH,unknown,"Action, Horror","AAKASH AAKASH AVINASH unknown Action, Horror"
159,Ondikatta,Bharani,Vikram Jagadish,Neha,Sentrayan,"Drama, Romance","Bharani Vikram Jagadish Neha Sentrayan Drama, Romance"
160,Manusanaa Nee,Ghazali,Dr. Saleem,Anu Krishna,Subbu Panchu,"Thriller, Crime","Ghazali Dr. Saleem Anu Krishna Subbu Panchu Thriller, Crime"
161,Alaipesi,Murali Bharathi,Akil,Anukrishna,unknown,,Murali Bharathi Akil Anukrishna unknown 
162,Antony,Kuttii Kumar,Nishanth Russo,Paul Michael,Cheran Raj,"Thriller, Action","Kuttii Kumar Nishanth Russo Paul Michael Cheran Raj Thriller, Action"
163,Ilavatta Pasanga,K. Balaseenivasan,Nizhalgal Ravi,Powerstar Srinivasan,unknown,"Action, Romance, Drama","K. Balaseenivasan Nizhalgal Ravi Powerstar Srinivasan unknown Action, Romance, Drama"
164,Kannakkol,V. A. Kumaresan,Bharani,Karunya Ram,Ganja Karuppu,"Comedy, Romance","V. A. Kumaresan Bharani Karunya Ram Ganja Karuppu Comedy, Romance"
165,Vayakkattu Mappilai,Vimal Murugan,Jothisha,Vetrivel,unknown,Drama,Vimal Murugan Jothisha Vetrivel unknown Drama
166,Mangai Maanvizhi Ambugal,Vino,Mahi,Prithvi Vijay,unknown,"Drama, Comedy, Romance","Vino Mahi Prithvi Vijay unknown Drama, Comedy, Romance"
167,Dharavi,Pavithran,Sathish Bala,Sunu Lakshmi,Prabu Sathish,,Pavithran Sathish Bala Sunu Lakshmi Prabu Sathish 
168,Nari Vettai,Akash Sudhakar,Akash Sudhakar,Mahalakshmi,King Kong,Drama,Akash Sudhakar Akash Sudhakar Mahalakshmi King Kong Drama
169,Yaagan,Vinoth Thangavel,Sajan,Anjena Kirti,unknown,"Drama, Romance","Vinoth Thangavel Sajan Anjena Kirti unknown Drama, Romance"
170,Paarka Thonuthe,Jai Senthilkumar,Arsha,Sarah,unknown,Drama,Jai Senthilkumar Arsha Sarah unknown Drama
171,Kargil,Sivaani Senthil,Jishnu Menon,unknown,unknown,Drama,Sivaani Senthil Jishnu Menon unknown unknown Drama
172,Tamizhananen,Sathish Ramakrishnan,Sathish Ramakrishnan,Vandana Varadarajan,Athvik Jalandhar,"Action, Drama, Thriller","Sathish Ramakrishnan Sathish Ramakrishnan Vandana Varadarajan Athvik Jalandhar Action, Drama, Thriller"
173,Sea,Parthiban Mayalagan,Panneer Selvam,Jayaram Ramaiya,unknown,Drama,Parthiban Mayalagan Panneer Selvam Jayaram Ramaiya unknown Drama
174,Visiri,Vetri Mahalingam,Ram Saravanan,Raaj Suriya,Ramona Stephani,Drama,Vetri Mahalingam Ram Saravanan Raaj Suriya Ramona Stephani Drama
175,Ennodu Nee Irundhal,M. Sathyamoorthy,Mu Ra Sathya,Manasa Nair,unknown,"Romance, Thriller","M. Sathyamoorthy Mu Ra Sathya Manasa Nair unknown Romance, Thriller"
176,Veerathevan,Veeran Selvarasu,Kaushik,Meenalotchani,Karate Gopalan,Drama,Veeran Selvarasu Kaushik Meenalotchani Karate Gopalan Drama
177,Uzhaikkum Paadhai,Unknown,unknown,unknown,unknown,Romance,Unknown unknown unknown unknown Romance
178,December 13,Buvanesh,Khushi Gadhvi,Brahmini Murala,unknown,"Horror, Action","Buvanesh Khushi Gadhvi Brahmini Murala unknown Horror, Action"
179,Slumdog Kodisvaran,Arul Raj,unknown,unknown,unknown,"Action, Thriller","Arul Raj unknown unknown unknown Action, Thriller"
180,Super Deluxe,Thiagarajan Kumararaja,Vijay Sethupathi,Fahadh Faasil,Samantha Ruth Prabhu,"Comedy, Thriller, Drama, Crime","Thiagarajan Kumararaja Vijay Sethupathi Fahadh Faasil Samantha Ruth Prabhu Comedy, Thriller, Drama, Crime"
181,Kaithi,Lokesh Kanagaraj,Karthi,Narain,Arjun Das,"Action, Thriller, Crime","Lokesh Kanagaraj Karthi Narain Arjun Das Action, Thriller, Crime"
182,Viswasam,Siva,Ajith Kumar,Nayanthara,Thambi Ramaiah,"Action, Drama","Siva Ajith Kumar Nayanthara Thambi Ramaiah Action, Drama"
183,Kanchana 3,Raghava Lawrence,Raghava Lawrence,Kovai Sarala,Vedhika,"Comedy, Horror","Raghava Lawrence Raghava Lawrence Kovai Sarala Vedhika Comedy, Horror"
184,Bigil,Atlee,Vijay,Nayanthara,Jackie Shroff,"Action, Family, Drama","Atlee Vijay Nayanthara Jackie Shroff Action, Family, Drama"
185,Asuran,Vetrimaaran,Dhanush,Manju Warrier,Ken Karunas,"Action, Drama","Vetrimaaran Dhanush Manju Warrier Ken Karunas Action, Drama"
186,Petta,Karthik Subbaraj,Rajinikanth,Nawazuddin Siddiqui,Vijay Sethupathi,"Drama, Action","Karthik Subbaraj Rajinikanth Nawazuddin Siddiqui Vijay Sethupathi Drama, Action"
187,Adithya Varma,Gireeshaaya,Dhruv Vikram,Banita Sandhu,Priya Anand,"Drama, Romance","Gireeshaaya Dhruv Vikram Banita Sandhu Priya Anand Drama, Romance"
188,Namma Veettu Pillai,Pandiraj,Sivakarthikeyan,Aishwarya Rajesh,Samuthirakani,"Comedy, Action","Pandiraj Sivakarthikeyan Aishwarya Rajesh Samuthirakani Comedy, Action"
189,Game Over,Ashwin Saravanan,Taapsee Pannu,Vinodhini Vaidyanathan,Anish Kuruvilla,"Thriller, Horror","Ashwin Saravanan Taapsee Pannu Vinodhini Vaidyanathan Anish Kuruvilla Thriller, Horror"
190,Peranbu,Ram,Mammootty,Sadhana,Anjali,"Drama, Family","Ram Mammootty Sadhana Anjali Drama, Family"
191,Thadam,Magizh Thirumeni,Arun Vijay,Vidhya Pradeep,Tanya Hope,"Crime, Mystery, Thriller, Action","Magizh Thirumeni Arun Vijay Vidhya Pradeep Tanya Hope Crime, Mystery, Thriller, Action"
192,Thambi,Jeethu Joseph,Karthi,Jyothika,Sathyaraj,"Thriller, Action","Jeethu Joseph Karthi Jyothika Sathyaraj Thriller, Action"
193,Raatchasi,Sy Gowtham Raj,Jyothika,Hareesh Peradi,Poornima Bhagyaraj,"Thriller, Drama","Sy Gowtham Raj Jyothika Hareesh Peradi Poornima Bhagyaraj Thriller, Drama"
194,Dev,Rajath Ravishankar,Karthi,Rakul Preet Singh,Prakash Raj,"Romance, Action","Rajath Ravishankar Karthi Rakul Preet Singh Prakash Raj Romance, Action"
195,Kaappaan,K. V. Anand,Suriya,Mohanlal,Arya,"Action, Thriller","K. V. Anand Suriya Mohanlal Arya Action, Thriller"
196,Igloo,Bharath Mohan,Amzath Khan,Anju Kurian,Bagavathi Perumal,"Drama, Romance","Bharath Mohan Amzath Khan Anju Kurian Bagavathi Perumal Drama, Romance"
197,Jackpot,Kalyaan,Jyothika,Revathi,Anandaraj,"Comedy, Action","Kalyaan Jyothika Revathi Anandaraj Comedy, Action"
198,Vantha Rajavathaan Varuven,Sundar C,Silambarasan,Megha Akash,Catherine Tresa,"Drama, Action","Sundar C Silambarasan Megha Akash Catherine Tresa Drama, Action"
199,Sarvam Thaala Mayam,Rajiv Menon,G. V. Prakash Kumar,Nedumudi Venu,Aparna Balamurali,"Family, Music, Drama","Rajiv Menon G. V. Prakash Kumar Nedumudi Venu Aparna Balamurali Family, Music, Drama"
200,Kadaram Kondan,Rajesh M. Selva,Vikram,Abi Hassan,Akshara Haasan,"Action, Thriller","Rajesh M. Selva Vikram Abi Hassan Akshara Haasan Action, Thriller"
201,NGK,Selvaraghavan,Suriya,Rakul Preet Singh,Sai Pallavi,Drama,Selvaraghavan Suriya Rakul Preet Singh Sai Pallavi Drama
202,Nenjamundu Nermaiyundu Odu Raja,Karthik Venugopalan,Rio Raj,Vignesh,Shirin Kanchwala,"Comedy, Romance","Karthik Venugopalan Rio Raj Vignesh Shirin Kanchwala Comedy, Romance"
203,Hero,P. S. Mithran,Sivakarthikeyan,Arjun Sarja,Abhay Deol,"Crime, Thriller, Action","P. S. Mithran Sivakarthikeyan Arjun Sarja Abhay Deol Crime, Thriller, Action"
204,Aadai,Rathna Kumar,Amala Paul,Ramya Subramanian,Sriranjini,Thriller,Rathna Kumar Amala Paul Ramya Subramanian Sriranjini Thriller
205,Kee,Kalees,Jiiva,Govind Padmasoorya,Nikki Galrani,"Thriller, Action","Kalees Jiiva Govind Padmasoorya Nikki Galrani Thriller, Action"
206,Action,Sundar C,Vishal Krishna,Tamannaah Bhatia,Aishwarya Lekshmi,Action,Sundar C Vishal Krishna Tamannaah Bhatia Aishwarya Lekshmi Action
207,Sillu Karuppatti,Halitha Shameem,Samuthirakani,Sunaina,K. Manikandan,"Drama, Romance","Halitha Shameem Samuthirakani Sunaina K. Manikandan Drama, Romance"
208,Petromax,Rohin Venkatesan,Tamannaah Bhatia,Kaali Venkat,Munishkanth,"Comedy, Horror","Rohin Venkatesan Tamannaah Bhatia Kaali Venkat Munishkanth Comedy, Horror"
209,Ayogya,Venkat Mohan,Vishal Krishna,Raashii Khanna,R. Parthiban,"Action, Crime, Drama","Venkat Mohan Vishal Krishna Raashii Khanna R. Parthiban Action, Crime, Drama"
210,Chithiram Pesuthadi 2,Rajan Madhav,Vidharth,Radhika Apte,Ajmal Ameer,"Drama, Thriller","Rajan Madhav Vidharth Radhika Apte Ajmal Ameer Drama, Thriller"
211,Dhilluku Dhuddu 2,Rambhala,Santhanam,Shritha Sivadas,Rajendran,"Comedy, Horror","Rambhala Santhanam Shritha Sivadas Rajendran Comedy, Horror"
212,Mr. Local,M. Rajesh,Sivakarthikeyan,Nayanthara,Yogi Babu,"Romance, Action, Comedy","M. Rajesh Sivakarthikeyan Nayanthara Yogi Babu Romance, Action, Comedy"
213,Adutha Saattai,M. Anbazhagan,Samuthirakani,Thambi Ramaiah,Yuvan,"Action, Drama","M. Anbazhagan Samuthirakani Thambi Ramaiah Yuvan Action, Drama"
214,Devi 2,A. L. Vijay,Prabhu Deva,Tamannaah Bhatia,Nandita Swetha,"Horror, Comedy","A. L. Vijay Prabhu Deva Tamannaah Bhatia Nandita Swetha Horror, Comedy"
215,Natpe Thunai,Parthiban Desingu,HipHop Tamizha Adhi,Anagha,Karu Pazhaniappan,Drama,Parthiban Desingu HipHop Tamizha Adhi Anagha Karu Pazhaniappan Drama
216,Alexander Babu: Alex in Wonderland,Unknown,Alexander Babu,unknown,unknown,"Comedy, Music","Unknown Alexander Babu unknown unknown Comedy, Music"
217,Mehandi Circus,Raju Saravanan,Madhampatty Rangaraj,Shweta Tripathi Sharma,Vignesh,Drama,Raju Saravanan Madhampatty Rangaraj Shweta Tripathi Sharma Vignesh Drama
218,100,Sam Anton,Atharvaa Murali,Hansika Motwani,Yogi Babu,Action,Sam Anton Atharvaa Murali Hansika Motwani Yogi Babu Action
219,Hope,Fathima Shanaz,Fathima,unknown,unknown,Documentary,Fathima Shanaz Fathima unknown unknown Documentary
220,Comali,Pradeep Ranganathan,Jayam Ravi,Kajal Agarwal,Samyuktha Hegde,"Comedy, Drama","Pradeep Ranganathan Jayam Ravi Kajal Agarwal Samyuktha Hegde Comedy, Drama"
221,Oththa Seruppu Size 7,R. Parthiban,R. Parthiban,Gayathrie Shankar,Deepa Venkat,"Thriller, Drama","R. Parthiban R. Parthiban Gayathrie Shankar Deepa Venkat Thriller, Drama"
222,Kuppathu Raja,Baba Baskar,G. V. Prakash Kumar,R. Parthiban,Palak Lalwani,"Action, Comedy, Drama","Baba Baskar G. V. Prakash Kumar R. Parthiban Palak Lalwani Action, Comedy, Drama"
223,K-13,Barath Neelakantan,Arulnithi,Shraddha Srinath,Gayathrie Shankar,Thriller,Barath Neelakantan Arulnithi Shraddha Srinath Gayathrie Shankar Thriller
224,Aruvam,Sai Shekhar,Siddharth,Catherine Tresa,Sathish,"Thriller, Horror","Sai Shekhar Siddharth Catherine Tresa Sathish Thriller, Horror"
225,Boomerang,R. Kannan,Atharvaa Murali,Megha Akash,Indhuja Ravichandran,"Action, Thriller","R. Kannan Atharvaa Murali Megha Akash Indhuja Ravichandran Action, Thriller"
226,Market Raja MBBS,Saran,Radhika Sarathkumar,Aarav Kizar,Kavya Thapar,"Comedy, Action","Saran Radhika Sarathkumar Aarav Kizar Kavya Thapar Comedy, Action"
227,Enai Noki Paayum Thota,Gautham Vasudev Menon,Dhanush,Megha Akash,Sunaina,"Action, Drama, Romance","Gautham Vasudev Menon Dhanush Megha Akash Sunaina Action, Drama, Romance"
228,Watchman,A. L. Vijay,G. V. Prakash Kumar,Samyuktha Hegde,Suman Talwar,"Drama, Action, Thriller","A. L. Vijay G. V. Prakash Kumar Samyuktha Hegde Suman Talwar Drama, Action, Thriller"
229,Monster,Nelson Venkatesan,S. J. Suryah,Priya Bhavani Shankar,Karunakaran,"Drama, Comedy, Family","Nelson Venkatesan S. J. Suryah Priya Bhavani Shankar Karunakaran Drama, Comedy, Family"
230,Kaalidas,Sri Senthil,Bharath Srinivasan,Ann Sheetal,Aadhav Kannadasan,"Action, Crime","Sri Senthil Bharath Srinivasan Ann Sheetal Aadhav Kannadasan Action, Crime"
231,Pettikadai,Esakki Karvannan,Samuthirakani,Varsha Bollamma,Chandhini Tamilarasan,Drama,Esakki Karvannan Samuthirakani Varsha Bollamma Chandhini Tamilarasan Drama
232,Agni Devi,J P R,Bobby Simha,Madhoo,Remya Nambeesan,,J P R Bobby Simha Madhoo Remya Nambeesan 
233,Airaa,K. M. Sarjun,Nayanthara,Kalaiyarasan,Yogi Babu,"Drama, Horror","K. M. Sarjun Nayanthara Kalaiyarasan Yogi Babu Drama, Horror"
234,Nerkonda Paarvai,H. Vinoth,Ajith Kumar,Shraddha Srinath,Abhirami Venkatachalam,"Drama, Action, Thriller","H. Vinoth Ajith Kumar Shraddha Srinath Abhirami Venkatachalam Drama, Action, Thriller"
235,90 ML,Anita Udeep,Oviya Helen,Anson Paul,Masoom Shankar,"Comedy, Drama","Anita Udeep Oviya Helen Anson Paul Masoom Shankar Comedy, Drama"
236,Neeya 2,L. K. Suresh,Jai Sampath,Catherine Tresa,Raai Laxmi,"Horror, Thriller","L. K. Suresh Jai Sampath Catherine Tresa Raai Laxmi Horror, Thriller"
237,Kolaiyuthir Kaalam,Chakri Toleti,Nayanthara,Prathap Pothan,Bhumika Chawla,"Crime, Thriller, Horror","Chakri Toleti Nayanthara Prathap Pothan Bhumika Chawla Crime, Thriller, Horror"
238,Sangathamizhan,Vijay Chandar,Vijay Sethupathi,Raashii Khanna,Nivetha Pethuraj,"Action, Drama","Vijay Chandar Vijay Sethupathi Raashii Khanna Nivetha Pethuraj Action, Drama"
239,Ispade Rajavum Idhaya Raniyum,Ranjit Jeyakodi,Harish Kalyan,Shilpa Manjunath,Ma Ka Pa Anand,"Drama, Romance","Ranjit Jeyakodi Harish Kalyan Shilpa Manjunath Ma Ka Pa Anand Drama, Romance"
240,Dharma Prabhu,Muthukumaran,Yogi Babu,Ramesh Thilak,N. Azhagamperumal,"Comedy, Drama, Fantasy","Muthukumaran Yogi Babu Ramesh Thilak N. Azhagamperumal Comedy, Drama, Fantasy"
241,Vennila Kabaddi Kuzhu 2,Selvashekaran,Vikranth,Arthana Binu,Pasupathy,Drama,Selvashekaran Vikranth Arthana Binu Pasupathy Drama
242,Dhanusu Raasi Neyargalae,Sanjay Bharathi,Harish Kalyan,Digangana Suryavanshi,Reba Monica John,"Romance, Comedy","Sanjay Bharathi Harish Kalyan Digangana Suryavanshi Reba Monica John Romance, Comedy"
243,Pancharaaksharam,Balaji Vairamuthu,Santhosh Prathap,Madhu Shalini,Ashwin Jerome,Thriller,Balaji Vairamuthu Santhosh Prathap Madhu Shalini Ashwin Jerome Thriller
244,Gurkha,Sam Anton,Yogi Babu,Anandaraj,Elyssa Erhardt,Comedy,Sam Anton Yogi Babu Anandaraj Elyssa Erhardt Comedy
245,Sivappu Manjal Pachai,Sasi,Siddharth,G. V. Prakash Kumar,Lijomol Jose,Thriller,Sasi Siddharth G. V. Prakash Kumar Lijomol Jose Thriller
246,Suttu Pidikka Utharavu,Ramprakash Rayappa,Vikranth,Athulya Ravi,Mysskin,"Action, Thriller","Ramprakash Rayappa Vikranth Athulya Ravi Mysskin Action, Thriller"
247,Nedunalvaadai,Selvakannan,Anjali Nair,Mime Gopi,Aindhu Kovilan,Drama,Selvakannan Anjali Nair Mime Gopi Aindhu Kovilan Drama
248,Jiivi,V. J. Gopinath,Vetri,Monica Chinnakotla,Ashwini Chandrashekaran,"Crime, Drama","V. J. Gopinath Vetri Monica Chinnakotla Ashwini Chandrashekaran Crime, Drama"
249,Kalavani 2,A. Sarkunam,Vimal,Oviya Helen,Vignesh,"Comedy, Drama","A. Sarkunam Vimal Oviya Helen Vignesh Comedy, Drama"
250,Irandam Ulagaporin Kadaisi Gundu,Athiyan Athirai,Dinesh Ravi,Anandhi,Riythvika,"Drama, Thriller","Athiyan Athirai Dinesh Ravi Anandhi Riythvika Drama, Thriller"
251,Bakrid,Jagadeesan Subu,Vikranth,Vasundhara Kashyap,Ali Basha,Drama,Jagadeesan Subu Vikranth Vasundhara Kashyap Ali Basha Drama
252,Charlie Chaplin 2,Sakthi Chidambaram,Prabhu Deva,Nikki Galrani,Adah Sharma,"Romance, Comedy, Drama","Sakthi Chidambaram Prabhu Deva Nikki Galrani Adah Sharma Romance, Comedy, Drama"
253,Jada,Kumaran,Kathir,Yogi Babu,Kishore,Drama,Kumaran Kathir Yogi Babu Kishore Drama
254,Sathru,Naveen Nanjundan,Kathir,Srushti Dange,Pawan,"Romance, Action, Thriller","Naveen Nanjundan Kathir Srushti Dange Pawan Romance, Action, Thriller"
255,Magamuni,Santha Kumar,Arya,Mahima Nambiar,Indhuja Ravichandran,"Drama, Thriller, Crime","Santha Kumar Arya Mahima Nambiar Indhuja Ravichandran Drama, Thriller, Crime"
256,Lisaa,Raju Viswanath,Anjali,Sam Jones,Yogi Babu,Horror,Raju Viswanath Anjali Sam Jones Yogi Babu Horror
257,R. K. Nagar,Saravana Rajan,Vaibhav Reddy,Sana Althaf,Sampath Raj,"Romance, Comedy","Saravana Rajan Vaibhav Reddy Sana Althaf Sampath Raj Romance, Comedy"
258,Nethraa,A. Venkatesh,Vinay Rai,Subiksha,Robo Shankar,"Drama, Thriller","A. Venkatesh Vinay Rai Subiksha Robo Shankar Drama, Thriller"
259,Vellai Pookal,Vivek Elangovan,Vivek,Charle,Dev Ramnath,"Drama, Thriller, Crime","Vivek Elangovan Vivek Charle Dev Ramnath Drama, Thriller, Crime"
260,Kolaigaran,Andrew Louis,Vijay Antony,Arjun Sarja,Ashima Narwal,"Action, Crime, Thriller, Drama","Andrew Louis Vijay Antony Arjun Sarja Ashima Narwal Action, Crime, Thriller, Drama"
261,Bodhai Yeri Budhi Maari,Chandru K R,Dheeraj,Pradaini Surva,Dushara Vijayan,"Drama, Thriller","Chandru K R Dheeraj Pradaini Surva Dushara Vijayan Drama, Thriller"
262,Pottu,V. C. Vadivudaiyan,Bharath Srinivasan,Iniya,Srushti Dange,Horror,V. C. Vadivudaiyan Bharath Srinivasan Iniya Srushti Dange Horror
263,A1,Johnson K.,Santhanam,Tara Alisha Berry,Yatin Karyekar,Comedy,Johnson K. Santhanam Tara Alisha Berry Yatin Karyekar Comedy
264,Gilli Bambaram Goli,D. Manoharan,Deepti Shetty,Naresh,Prasath Karthik,,D. Manoharan Deepti Shetty Naresh Prasath Karthik 
265,Pei Ellam Pavam,Deepak Narayan,Arasu Nadarajan,Appukutty,Dona Shankar,"Comedy, Thriller","Deepak Narayan Arasu Nadarajan Appukutty Dona Shankar Comedy, Thriller"
266,Devarattam,M. Muthaiah,Gautham Karthik,Manjima Mohan,Soori,"Action, Drama","M. Muthaiah Gautham Karthik Manjima Mohan Soori Action, Drama"
267,Sethum Aayiram Pon,Anand Ravichandran,Nivedhithaa Sathish,Srilekha,Avinash Raghudevan,"Drama, Family","Anand Ravichandran Nivedhithaa Sathish Srilekha Avinash Raghudevan Drama, Family"
268,Kanne Kalaimaane,Seenu Ramasamy,Udhayanidhi Stalin,Tamannaah Bhatia,Vadivukarasi,"Drama, Family, Romance","Seenu Ramasamy Udhayanidhi Stalin Tamannaah Bhatia Vadivukarasi Drama, Family, Romance"
269,The Mosquito Philosophy,Jayaprakash Radhakrishnan,Pradeep Damodharan,Sindhu Jayaprakash,Ravi Kathiresan,Drama,Jayaprakash Radhakrishnan Pradeep Damodharan Sindhu Jayaprakash Ravi Kathiresan Drama
270,Champion,Suseenthiran,Mirnalini Ravi,Vishwa,Manoj Bharathiraja,Drama,Suseenthiran Mirnalini Ravi Vishwa Manoj Bharathiraja Drama
271,Back To School,AAKASH,ROHITKUMAR,AVINASH,YESHWANTH VISHAL,"Action, Science Fiction","AAKASH ROHITKUMAR AVINASH YESHWANTH VISHAL Action, Science Fiction"
272,Sigai,Jagadeesan Subu,Kathir,Riythvika,Mayilsamy,"Drama, Thriller","Jagadeesan Subu Kathir Riythvika Mayilsamy Drama, Thriller"
273,Mei,S. A. Bhaskaran,Nicky Sundaram,Aishwarya Rajesh,Kishore,Thriller,S. A. Bhaskaran Nicky Sundaram Aishwarya Rajesh Kishore Thriller
274,Kazhugu 2,Sathyasiva,Krishna Kulasekaran,Bindu Madhavi,Kaali Venkat,"Drama, Thriller, Romance","Sathyasiva Krishna Kulasekaran Bindu Madhavi Kaali Venkat Drama, Thriller, Romance"
275,Azhiyatha Kolangal 2,MR Bharathi,Prakash Raj,Revathi,Archana,Drama,MR Bharathi Prakash Raj Revathi Archana Drama
276,Butler Balu,ML Sudhir,Yogi Babu,Imman Annachi,Mayilsamy,"Comedy, Drama","ML Sudhir Yogi Babu Imman Annachi Mayilsamy Comedy, Drama"
277,Sindhubaadh,S. U. Arunkumar,Vijay Sethupathi,Anjali,Vivek Prasanna,"Action, Thriller, Drama","S. U. Arunkumar Vijay Sethupathi Anjali Vivek Prasanna Action, Thriller, Drama"
278,Gangs of Madras,C. V. Kumar,Sai Priyanka Ruth,Ashok Kumar Balakrishnan,Daniel Balaji,"Crime, Drama","C. V. Kumar Sai Priyanka Ruth Ashok Kumar Balakrishnan Daniel Balaji Crime, Drama"
279,Dha Dha 87,Vijay Sri G,Charu Haasan,Janagaraj,Saroja Rajagopal,"Action, Drama","Vijay Sri G Charu Haasan Janagaraj Saroja Rajagopal Action, Drama"
280,Kattumaram,Swarnavel Eswaran,Preeti Karan,Anusha Prabhu,Mysskin,Drama,Swarnavel Eswaran Preeti Karan Anusha Prabhu Mysskin Drama
281,Rocky: The Revenge,K. C. Bokadia,Srikanth,Eshanya Maheshwari,Nassar,"Action, Crime, Drama","K. C. Bokadia Srikanth Eshanya Maheshwari Nassar Action, Crime, Drama"
282,Chennai Palani Mars,Biju Viswanath,Praveen Raja,Rajesh Giriprasad,Vasant Marimuthu,"Fantasy, Drama, Comedy","Biju Viswanath Praveen Raja Rajesh Giriprasad Vasant Marimuthu Fantasy, Drama, Comedy"
283,Zhagaram,Unknown,Nandha,Eden Kuriakose,unknown,"Adventure, Thriller","Unknown Nandha Eden Kuriakose unknown Adventure, Thriller"
284,Thirumanam,Cheran,Cheran,Kavya Suresh,Umapathy Ramaiah,"Romance, Drama","Cheran Cheran Kavya Suresh Umapathy Ramaiah Romance, Drama"
285,LKG,K. R. Prabhu,RJ Balaji,Priya Anand,Ananth Vaidyanathan,"Comedy, Drama","K. R. Prabhu RJ Balaji Priya Anand Ananth Vaidyanathan Comedy, Drama"
286,Sixer,Chachi,Vaibhav Reddy,Palak Lalwani,Sathish,"Comedy, Romance","Chachi Vaibhav Reddy Palak Lalwani Sathish Comedy, Romance"
287,Kalavu,Murali Karthick,Kalaiyarasan,Karunakaran,Abhirami Venkatachalam,"Mystery, Crime, Thriller","Murali Karthick Kalaiyarasan Karunakaran Abhirami Venkatachalam Mystery, Crime, Thriller"
288,Kolanji,Dhanaram Saravanan,Rajaji,Naina Sarwar,Samuthirakani,"Family, Drama","Dhanaram Saravanan Rajaji Naina Sarwar Samuthirakani Family, Drama"
289,Saaral,DRL,Azhar,Sri Priyanka,Kadhal Sukumar,"Drama, Romance","DRL Azhar Sri Priyanka Kadhal Sukumar Drama, Romance"
290,Kaadhal Munnetra Kazhagam,Manicka Sathya,Prithvi Pandiarajan,Chandhini Tamilarasan,Singampuli,Drama,Manicka Sathya Prithvi Pandiarajan Chandhini Tamilarasan Singampuli Drama
